ID	TITLE	CREATOR	FORMAT	PUBLICATION DATES	CONTRIBUTORS	PUBLICATION	PHYSICAL DETAILS	ISBNS	OCLC	SERIES	ISSNS	PRECEDING TITLES	SUCCEEDING TITLES	CREDITS	CARTOGRAPHIC DATA	FINDING AIDS
9902	Disequilibrium macro models based on business survey data : theory and estimation for the Belgian manufacturing sector	par Jean-Paul Lambert	Books			Louvain-la-Neuve : [Université catholique de Louvain?], 1984.			ocm23475790	Publications de la Faculté des sciences économiques, sociales et politiques de l'Université catholique de Louvain ; nouv. sér., no. 156,						
9903	Library mashups : exploring new ways to deliver library data	edited by Nicole C. Engard	Books		Engard, Nicole C., 1979-,	Medford, N.J. : Information Today, Inc., [2009] ©2009		9781573873727, 1573873721	ocn420028105							
9904	Citizen science : public participation in environmental research	edited by Janis L. Dickinson and Rick Bonney ; foreword by Richard Louv ; afterword by John W. Fitzpatrick	Books		Dickinson, Janis L., 1955-,Bonney, Rick, 1954-,	Ithaca : Comstock Pub. Associates, 2012.		9780801449116, 0801449111	ocn754105599							
9905	Providing for the preservation of historical and archeological data (including relics and specimens) which might otherwise be lost as the result of the construction of a dam		Books			Washington : [s.n.], 1960.				ProQuest U.S. serial set digital collection ; 12244 H.rp.1392,						
9906	Advances in cryptology : EUROCRYPT 2001 : International Conference on the Theory and Application of Cryptographic Techniques, Innsbruck, Austria, May 6-10, 2001 : proceedings	Birgit Pfitzmann (ed.)	Books		Pfitzmann, Birgit,	Berlin ; London : Springer, [2001] ©2001		9783540420705, 3540420703	ocm46985269	Lecture notes in computer science. 2045,						
9907	SEFSC pelagic longline observer program data summary for 1992-1994	by Dennis W. Lee, Cheryl J. Brown, and Tracey L. Jordan	Books		Brown, Cheryl J,Jordan, Tracey L,Southeast Fisheries Science Center (U.S.),Southeast Fisheries Center (U.S.),	Miami, Fla. : U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration, National Marine Fisheries Service, Southeast Fisheries Science Center ; Springfield, VA : National Technical Information Service, [distributor], [1995]			ocm37898359	NOAA technical memorandum NMFS-SEFSC ; 373,						
9908	World list of aquatic sciences and fisheries serial titles : preliminary edition : supplement 3	compiled by Fishery Information, Data and Statistics Service	Books		Food and Agriculture Organization of the United Nations. Fishery Resources and Environment Division. Research Information Unit,	Rome : Food and Agriculture Organization of the United Nations, 1978.			ocm04448654	FAO fisheries technical report ; no. 147, suppl. 3,						
9909	Data structures & algorithms in Java	Robert Lafore	Books		Lafore, Robert (Robert W.). Sams teach yourself data structures and algorithms in 24 hours,	2nd ed. Indianapolis, Ind. : Sams, ©2003.		0672324539, 9780672324536	ocm51256595							
9910	Methodologies for knowledge discovery and data mining: Third Pacific-Asia Conference, PAKDD-99, Beijing, China, April 1999 : proceedings	Ning Zhong, Lizhi Zhou, eds	Books		Zhong, Ning, 1956-,Zhou, Lizhi, 1947-,	Berlin ; New York : Springer, [1999] ©1999		9783540658665, 3540658661	ocm41137539	Lecture notes in computer science ; 1574,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,						
9911	Design and optimization in organic synthesis	Rolf Carlson, Johan E. Carlson	Books		Carlson, Johan E., 1973-,	2nd rev. and enl. ed. Amsterdam ; San Diego, CA : Elsevier, 2005.		9780444515278, 0444515275, 9780080455273, 0080455271, 0444518851	ocn162579979	Data handling in science and technology ; v. 24,						
9912	Computer algebra : EUROCAL '83, European Computer Algebra Conference, London, England, March 28-30, 1983	edited by J.A. van Hulzen	Books		Hulzen, J. A. van,	Berlin ; New York : Springer-Verlag, 1983.		9780387128689, 0387128689	ocm10277301	Lecture notes in computer science ; 162,						
9913	Data mining with decision trees theroy and applications	Lior Rokach, Oded Maimon	Books		Maimon, Oded Z,	Singapore : World Scientific, c2008.		1281911798, 9786611911799, 9812771727	ocn886107495	Series in Machine Perception and Artificial Intelligence,						
9914	Data warehousing and knowledge discovery : 15th international conference, DaWaK 2013, Prague, Czech Republic, August 26-29, 2013, proceedings	Ladjel Bellatreche, Mukesh K. Mohania (eds.)	Books		Bellatreche, Ladjel, 1968- editor,Mohania, Mukesh, editor,	Heidelberg : Springer, [2013]. ©2013		9783642401312, 3642401317, 9783642401305	ocn859589970	Lecture notes in computer science ; 8057,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,						
9915	Foundations of computer science : from data manipulation to theory of computation	Behrouz A. Forouzan with Sophia Chung Fegan	Books		Fegan, Sophia Chung,	Pacific Grove, CA : Brooks/Cole, [2003] ©2003		9780534379681, 0534379680	ocm49999444							
9916	SQL server 7 : backup & recovery	Anil Desai	Books			Berkeley, Calif. : Osborne/McGraw-Hill, [2000] ©2000		9780072124101, 0072124105	ocm43557316	Database professional's library,						
9917	Spreadsheets in science and engineering	Gordon Filby, (ed.)	Books			Berlin ; New York : Springer, [1998] ©1998		9783540612537, 354061253X, 9780387612539, 038761253X	ocm37854347							
9918	Energy efficient data centers : first International Workshop, E²DC 2012, Madrid, Spain, Mai 8, 2012, Revised selected papers	Jyrki Huusko...[and others] (eds.)	Books		Huusko, Jyrki,	Berlin ; New York : Springer, [2012] ©2012		9783642336454, 3642336450, 9783642336447	ocn812300539	Lecture notes in computer science ; 7396,LNCS sublibrary. Computer communication networks and telecommunications,						
9919	Financial cryptography : 8th international conference, FC 2004, Key West, FL, USA, February 9-12, 2004 : revised papers	Ari Juels (ed.)	Books		Juels, Ari,	Berlin ; New York : Springer, 2004.		9783540224204, 3540224203	ocm55963162	Lecture notes in computer science. 3110,						
9920	Field research in political science : practices and principles	Diana Kapiszewski, Lauren M. MacLean, Benjamin L. Read	Books		MacLean, Lauren M., author,Read, Benjamin Lelan, author,	Cambridge, United Kingdom : Cambridge University Press, 2015.		9781107006034, 1107006031, 9780521184830, 0521184835	ocn884631039	Strategies for social inquiry,						
9921	Annual increases in Federal R&D obligations no longer the pattern		Books		National Science Foundation (U.S.). Division of Science Resources Studies,National Science Foundation (U.S.). Division of Science Resources and Policy Studies,National Science Foundation (U.S.). Division of Science Resources Statistics,	[Washington, D.C.] : National Science Foundation, Division of Science Resources Studies, [1993]			ocm28486432	SRS data brief ; 1993, no. 1,						
9922	Privacy and data-based research	Ori Heffetz, Katrina Ligett	Books		Ligett, Katrina,National Bureau of Economic Research,	Cambridge, Mass. : National Bureau of Economic Research, 2013.			ocn858802675	Working paper series (National Bureau of Economic Research) ; no. 19433,						
9923	Provenance and annotation of data and processes : 4th International Provenance and Annotation Workshop, IPAW 2012, Santa Barbara, CA, USA, June 19-21, 2012, Revised selected papers	Paul Groth, James Frew (eds.)	Books		Groth, Paul,Frew, James (Earth scientist),	Berlin ; New York : Springer, [2012] ©2012		9783642342226, 3642342221, 9783642342219	ocn814246140	Lecture notes in computer science ; 7525,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,						
9924	Oceanographic data, Crozier and Pullen Straits, N.W.T., March-April 1977	by Frozen Sea Research Group	Books		Institute of Ocean Sciences, Patricia Bay. Frozen Sea Research Group,Institute of Ocean Sciences, Patricia Bay,Canada. Department of Fisheries and Oceans,Canada. Environment Canada,	Sidney, B.C. : Institute of Ocean Sciences, Patricia Bay, 1977.			ocm07223477	Pacific marine science report ; 77-20,						
9925	Data processing technician 3 & 2	Naval Education and Training Command	Books		United States. Chief of Naval Education and Training,United States. Naval Education and Training Command,Naval Education and Training Program Development Center,Naval Education and Training Program Management Support Activity (U.S.),United States. Naval Training Command,	[Revised 1979.]. Washington, D.C. : Naval Education and Training Command : United States Government Printing Office, 1979 [that is, 1980]			ocm06695099							
9926	Computer Security Act of 1987 : hearing before the Subcommittee on Science, Research, and Technology and the Subcommittee on Transportation, Aviation, and Materials of the Committee on Science, Space, and Technology, House of Representatives, One hundredth Congress, first session, February 26, 1987		Books		United States. Congress. House. Committee on Science, Space, and Technology. Subcommittee on Transportation, Aviation, and Materials,United States. Congress. House. Committee on Science, Space, and Technology. Subcommittee on Technology and Competitiveness,	Washington : U.S. G.P.O. : For sale by the Supt. of Docs., Congressional Sales Office, 1987.			ocm16521630							
9927	Image compression applications and innovations workshop : proceedings of a workshop held in conjunction with the IEEE Data Compression Conference [in] Snowbird, Utah, April 1, 1994	Robert L. Renner, chairman	Books		IEEE Computer Society,	Redondo Beach, Calif. : Robert L. Renner, [1994] ©1994			ocn799883356							
9928	Projected employment scenarios show possible shortages in some engineering and computer specialties	prepared in the Utilization Studies Group, Division of Science Resources Studies	Books		National Science Foundation (U.S.). Utilization Studies Group,	Washington, D.C. : National Science Foundation, [1983]			ocm09754149	Science resources studies highlights,						
9929	Data warehousing and knowledge discovery : 16th International Conference, DaWaK 2014, Munich, Germany, September 2-4, 2014, proceedings	Ladjel Bellatreche, Mukesh K. Mohania (eds.)	Books		Bellatreche, Ladjel, 1968- editor,Mohania, Mukesh, editor,	Cham : Springer, [2014] ©2014		9783319101606, 3319101609, 9783319101590, 3319101595	ocn889749953	Lecture notes in computer science ; 8646,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,						
9930	Special issue on the 1994 International Geoscience and Remote Sensing Symposium (IGARSS '94) : Surface and atmospheric remote sensing: technologies, data analysis, and interprtation	[Eni G. Njoku and JoBea Way, guest editors.]	Books		Njoku, E. G,Way, J. B. (JoBea),IEEE Geoscience and Remote Sensing Society,Institute of Electrical and Electronics Engineers,International Union of Radio Science,Optical Society of America,International Scientific Radio Union,Institute of Radio Engineers,American Institute of Electrical Engineers,	New York, N.Y. : The Institute of Electrical and Electronics Engineers, Inc., c1995.				IEEE transactions on geoscience and remote sensing, v. 33, no. 5 (Sept. 1995),						
9931	2nd International Symposium on Laser-Ultrasonics : science, technology and applications: 5-8 July 2010, Talence, France		Books		Dehoux, Thomas, editor,Guillet, Yannick, editor,	Bristol : IOP, 2011.			ocn724045786	Journal of physics. Conference series ; v. 278,						
