_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details,label
1153,a3376,b159,"""Availability, reliability, and security in information systems : IFIP WG 8.4, 8.9, TC 5 International Cross-Domain Conference, CD-ARES 2016, and Workshop on Privacy Aware Machine Learning for Health Data Science, PAML 2016, Salzburg, Austria, August 31 - September 2, 2016, Proceedings""","""Francesco Buccafurri, Andreas Holzinger, Peter Kieseberg, A Min Tjoa, Edgar Weippl (eds.)""","""Switzerland : Springer, 2016.""","""Books""",9783319455075,"""Lecture notes in computer science ; 9817,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Availability, reliability, and security in information systems : IFIP WG 8.4, 8.9, TC 5 International Cross-Domain Conference, CD-ARES 2016, and Workshop on Privacy Aware...""","""Buccafurri, Francesco, | Holzinger, Andreas, | Kieseberg, Peter, | Tjoa, A. Min, | Weippl, Edgar R.,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319455075,"""Lecture notes in computer science ; 9817. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xii, 267 pages)""",1
1154,a2699,b159,"""Availability, reliability, and security in information systems and HCI : IFIP WG 8.4, 8.9, TC 5 International Cross-Domain Conference, CD-ARES 2013, Regensburg, Germany, September 2-6, 2013, proceedings""","""Alfredo Cuzzocrea, Christian Kittl, Dimitris E. Simos, Edgar Weippl, Lida Xu, (eds.)""","""Heidelberg : Springer, [2013] ©2013""","""Books""",9783642405112,"""Lecture notes in computer science ; 8127,""","""nan""","""Availability, reliability, and security in information systems : IFIP WG 8.4, 8.9, TC 5 International Cross-Domain Conference, CD-ARES 2016, and Workshop on Privacy Aware...""","""Buccafurri, Francesco, | Holzinger, Andreas, | Kieseberg, Peter, | Tjoa, A. Min, | Weippl, Edgar R.,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319455075,"""Lecture notes in computer science ; 9817. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xii, 267 pages)""",0
1156,a5342,b159,"""Data management in grid and peer-to-peer systems : 4th international conference, Globe 2011, Toulouse, France, September 1-2, 2011 : proceedings""","""Abdelkader Hameurlain, A Min Tjoa (eds.)""","""Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642229473,"""Lecture notes in computer science ; 6864,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Availability, reliability, and security in information systems : IFIP WG 8.4, 8.9, TC 5 International Cross-Domain Conference, CD-ARES 2016, and Workshop on Privacy Aware...""","""Buccafurri, Francesco, | Holzinger, Andreas, | Kieseberg, Peter, | Tjoa, A. Min, | Weippl, Edgar R.,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319455075,"""Lecture notes in computer science ; 9817. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xii, 267 pages)""",0
1159,a1876,b159,"""Data management in grid and peer-to-peer systems : second international conference, Globe 2009, Linz, Austria, September 1-2, 2009 : proceedings""","""Abdelkader Hameurlain, A Min Tjoa (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642037153,"""Lecture notes in computer science ; 5697,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Availability, reliability, and security in information systems : IFIP WG 8.4, 8.9, TC 5 International Cross-Domain Conference, CD-ARES 2016, and Workshop on Privacy Aware...""","""Buccafurri, Francesco, | Holzinger, Andreas, | Kieseberg, Peter, | Tjoa, A. Min, | Weippl, Edgar R.,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319455075,"""Lecture notes in computer science ; 9817. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xii, 267 pages)""",0
1160,a2372,b159,"""Data management in grid and peer-to-peer systems : third international conference, Globe 2010, Bilbao, Spain, September 1-2, 2010 : proceedings""","""Abdelkader Hameurlain, Franck Morvan, A Min Tjoa (eds.)""","""Berlin ; New York : Springer, [2010] ©2010""","""Books""",9783642151088,"""Lecture notes in computer science ; 6265,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Availability, reliability, and security in information systems : IFIP WG 8.4, 8.9, TC 5 International Cross-Domain Conference, CD-ARES 2016, and Workshop on Privacy Aware...""","""Buccafurri, Francesco, | Holzinger, Andreas, | Kieseberg, Peter, | Tjoa, A. Min, | Weippl, Edgar R.,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319455075,"""Lecture notes in computer science ; 9817. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xii, 267 pages)""",0
1162,a1137,b159,"""Deep learning and data labeling for medical applications : first International Workshop, LABELS 2016, and second International Workshop, DLMIA 2016, held in conjunction with MICCAI 2016, Athens, Greece, October 21, 2016, Proceedings""","""Gustavo Carneiro, Diana Mateus, Loïc Peter, Andrew Bradley, João Manuel R. S. Tavares, Vasileios Belagiannis, João Paulo Papa, Jacinto C. Nascimento, Marco Loog, Zhi Lu, Jaime S. Cardoso, Julien Cornebise (eds.)""","""Cham, Switzerland : Springer, 2016.""","""Books""",9783319469768,"""Lecture notes in computer science ; 10008,LNCS sublibrary. Image processing, computer vision, pattern recognition, and graphics,""","""nan""","""Availability, reliability, and security in information systems : IFIP WG 8.4, 8.9, TC 5 International Cross-Domain Conference, CD-ARES 2016, and Workshop on Privacy Aware...""","""Buccafurri, Francesco, | Holzinger, Andreas, | Kieseberg, Peter, | Tjoa, A. Min, | Weippl, Edgar R.,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319455075,"""Lecture notes in computer science ; 9817. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xii, 267 pages)""",0
1173,a3002,b3932,"""Number by colors : a guide to using color to understand technical data""","""Brand Fortner, Theodore E. Meyer""","""Santa Clara, Calif. : TELOS, Electronic Library of Science, [1997] ©1997""","""Books""",9780387946856,"""nan""","""nan""","""Number by Colors : a Guide to Using Color to Understand Technical Data  ""","""Fortner, Brand.""","""New York, NY""","""Electronic books.""",9781461218920,"""nan""","""1 online resource (XXV, 349 pages)""",1
1179,a635,b824,"""Research and development in knowledge discovery and data mining : Second Pacific-Asia Conference, PAKDD-98, Melbourne, Australia, April 15-17, 1998 : proceedings""","""Xindong Wu, Ramamohanarao Kotagiri, Kevin B. Korb (eds.)""","""Berlin ; New York : Springer, [1998] ©1998""","""Books""",9783540643838,"""Lecture notes in computer science ; 1394,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Research and development in knowledge discovery and data mining : Second Pacific-Asia Conference, PAKDD-98, Melbourne, Australia, April 15-17, 1998 : proceedings  ""","""Wu, Xindong. | Ramamohanarao, Kotagiri. | Korb, Kevin B.""","""Berlin ; Springer, 1998.""","""Electronic books.""",9783540697688,"""Lecture notes in computer science ; 1394. Lecture notes in computer science. Lecture notes in artificial intelligence.""","""1 online resource (xvi, 424 p.)""",1
1183,a2515,b376,"""Chemometrics with R : multivariate data analysis in the natural sciences and life sciences""","""Ron Wehrens""","""Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642178412,"""Use R!,""","""nan""","""Chemometrics with R : multivariate data analysis in the natural sciences and life sciences  ""","""Wehrens, Ron.""","""Heidelberg ; Springer, Â©2011.""","""Electronic books.""",9783642178412,"""Use R!""","""1 online resource (xiv, 285 pages)""",1
1185,a2545,b6943,"""Understanding and conducting research in the health sciences""","""Christopher J.L. Cunningham, Department of Psychology, the University of Tennessee at Chattanooga, Chattanooga, TN, Bart L. Weathington, Department of Psychology, the University of Tennessee at Chattanooga, Chattanooga, TN, David J. Pittenger, College of Liberal Arts, Marshall University, Huntington, WV""","""Hoboken, New Jersey : Wiley, [2013]""","""Books""",9781118595107,"""nan""","""nan""","""Understanding and conducting research in the health sciences  ""","""Cunningham, Christopher J. L.""","""Hoboken, New Jersey""","""Electronic books.""",9781118594360,"""nan""","""1 online resource""",1
1197,a4546,b1355,"""Knowledge science, engineering and management : 5th International Conference, KSEM 2011, Irvine, CA, USA, December 12-14, 2011. Proceedings""","""Hui Xiong, W. B. Lee (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642259753,"""Lecture notes in computer science. Lecture notes in artificial intelligence,Lecture notes in computer science ; 7091,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Knowledge science, engineering and management : 5th International Conference, KSEM 2011, Irvine, CA, USA, December 12-14, 2011. Proceedings  ""","""Xiong, Hui. | Lee, W. B.""","""Berlin ; Springer, Â©2011.""","""Electronic books. | Conference papers and proceedings.""",9783642259753,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 7091. Lecture notes in computer science. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xiv, 474 pages).""",1
1200,a4954,b2645,"""Big data benchmarks, performance optimization, and emerging hardware : 4th and 5th Workshops, BPOE 2014, Salt Lake City, USA, March 1, 2014 and Hangzhou, China, September 5, 2014, revised selected papers""","""Jianfeng Zhan, Rui Han, Chuliang Weng (Eds.)""","""Cham : Springer, [2014] ©2014""","""Books""",9783319130217,"""Lecture notes in computer science ; 8807,""","""nan""","""Big data benchmarks, performance optimization, and emerging hardware : 4th and 5th Workshops, BPOE 2014, Salt Lake City, USA, March 1, 2014 and Hangzhou, China, September 5,...""","""Zhan, Jianfeng, | Han, Rui, | Weng, Chuliang,""","""Cham""","""Electronic books.""",9783319130217,"""Lecture notes in computer science ; 8807. 1611-3349""","""1 online resource (x, 221 pages)""",1
1217,a5196,b4538,"""Evolutionary computing : AISB Workshop, Leeds, U.K., April 11-13, 1994 : selected papers""","""Terence C. Fogarty, (ed.)""","""Berlin ; New York : Springer-Verlag, [1994] ©1994""","""Books""",9783540584834,"""Lecture notes in computer science ; 865,""","""nan""","""Evolutionary Computing : AISB Workshop Brighton, U.K., April 1-2, 1996 Selected Papers  ""","""Fogarty, Terence C.""","""Berlin, Heidelberg""","""Electronic books.""",9783540706717,"""Lecture notes in computer science ; 1143. 0302-9743""","""1 online resource""",0
1218,a5441,b5294,"""High performance computing in science and engineering '15 : transactions of the High Performance Computing Center, Stuttgart (HLRS) 2015""","""Wolfgang E. Nagel, Dietmar H. Kröner, Michael M. Resch, editors""","""Cham : Springer, 2016.""","""Books""",9783319246338,"""nan""","""nan""","""High performance computing in science and engineering '15 : transactions of the High Performance Computing Center, Stuttgart (HLRS) 2015  ""","""Nagel, Wolfgang E., | KrÃ¶ner, Dietmar, | Resch, Michael,""","""Cham""","""Electronic books.""",9783319246338,"""nan""","""1 online resource (ix, 701 pages)""",1
1219,a1743,b5294,"""High performance computing in science and engineering '16 : transactions of the High Performance Computing Center, Stuttgart (HLRS) 2016""","""Wolfgang E. Nagel, Dietmar H. Kröner, Michael M. Resch, editors""","""Cham, Switzerland : Springer, 2016.""","""Books""",9783319470665,"""nan""","""nan""","""High performance computing in science and engineering '15 : transactions of the High Performance Computing Center, Stuttgart (HLRS) 2015  ""","""Nagel, Wolfgang E., | KrÃ¶ner, Dietmar, | Resch, Michael,""","""Cham""","""Electronic books.""",9783319246338,"""nan""","""1 online resource (ix, 701 pages)""",0
1224,a3357,b1121,"""Software and data technologies : 7th International Conference, ICSOFT 2012, Rome, Italy, July 24-27, 2012, revised selected papers""","""José Cordeiro, Slimane Hammoudi, Marten van Sinderen (eds.)""","""Berlin, Heidelberg : Springer Berlin Heidelberg : Imprint: Springer, 2013. ©2013""","""Books""",9783642454042,"""Communications in computer and information science ; 411,""","""nan""","""Software and data technologies : 7th International Conference, ICSOFT 2012, Rome, Italy, July 24-27, 2012, revised selected papers  ""","""Cordeiro, JosÃ©, | Hammoudi, Slimane, | Sinderen, Marten J. van,""","""Heidelberg""","""Electronic books.""",9783642454042,"""Communications in computer and information science ; 411. 1865-0929""","""1 online resource (xii, 219 pages)""",1
