,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details
1005,1005,a85,b4257,"""Neural information processing : 24th International Conference, ICONIP 2017, Guangzhou, China, November 14-18, 2017, Proceedings. Part IV""","""Derong Liu, Shengli Xie, Yuanqing Li, Dongbin Zhao, El-Sayed M. El-Alfy (eds.)""","""Cham : Springer, 2017.""","""Books""",9783319700939,"""Lecture notes in computer science ; 10637,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Natural language processing and Chinese computing : 4th CCF Conference, NLPCC 2015, Nanchang, China, October 9-13, 2015, Proceedings  ""","""Li, Juanzi, | Ji, Heng, | Zhao, Dongyan, | Feng, Yansong,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319252070,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 9362. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource."""
1006,1006,a4984,b4257,"""Advanced data mining and applications : first international conference, ADMA 2005, Wuhan, China, July 22-24, 2005 : proceedings""","""Xue Li, Shuliang Wang, Zhao Yang Dong (eds.)""","""Berlin ; New York : Springer, 2005.""","""Books""",9783540278948,"""Lecture notes in computer science ; 3584,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Natural language processing and Chinese computing : 4th CCF Conference, NLPCC 2015, Nanchang, China, October 9-13, 2015, Proceedings  ""","""Li, Juanzi, | Ji, Heng, | Zhao, Dongyan, | Feng, Yansong,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319252070,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 9362. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource."""
1007,1007,a5257,b4257,"""Neural information processing : 24th International Conference, ICONIP 2017, Guangzhou, China, November 14-18, 2017, Proceedings. Part II""","""Derong Liu, Shengli Xie, Yuanqing Li, Dongbin Zhao, El-Sayed M. El-Alfy (eds.)""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319700960,"""Lecture notes in computer science ; 10635,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Natural language processing and Chinese computing : 4th CCF Conference, NLPCC 2015, Nanchang, China, October 9-13, 2015, Proceedings  ""","""Li, Juanzi, | Ji, Heng, | Zhao, Dongyan, | Feng, Yansong,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319252070,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 9362. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource."""
1008,1008,a513,b4257,"""Applied sciences in graphic communication and packaging : proceedings of 2017 49th Conference of the International Circle of Educational Institutes for Graphic Arts Technology and Management & 8th China Academic Conference on Printing and Packaging""","""Pengfei Zhao, Yun Ouyang, Min Xu, Li Yang, Yuhui Ren, editors""","""Springer : Springer, 2018.""","""Books""",9789811076299,"""Lecture notes in electrical engineering ; v. 447,""","""nan""","""Natural language processing and Chinese computing : 4th CCF Conference, NLPCC 2015, Nanchang, China, October 9-13, 2015, Proceedings  ""","""Li, Juanzi, | Ji, Heng, | Zhao, Dongyan, | Feng, Yansong,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319252070,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 9362. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource."""
1013,1013,a5280,b258,"""Computer aided innovation of new materials : proceedings of the First International Conference and Exhibition on Computer Applications to Materials Science and Engineering-CAMSE '90, Sunshine City, Ikebukuro, Tokyo, Japan, August 28-31, 1990""","""edited by Masao Doyama [and others] ; organized by the Organizing Committee of the First International Conference on Computer Applications to Materials Science and Engineering [and] the Nikkan Kogyo Shimbun, Ltd""","""Amsterdam ; North-Holland ; 1991. New York, N.Y., U.S.A. : Elsevier Science Pub. Co. [distributor], 1991.""","""Books""",9780444597335,"""nan""","""nan""","""Identity theft and data broker services : hearing before the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred Ninth Congress, first session,...""","""United States. Congress. Senate. Committee on Commerce, Science, and Transportation.""","""Washington""","""nan""",9780160870699,"""United States. Congress. Senate. S. hrg ; 109-1087.""","""iii, 124 p. ; 24 cm."""
1020,1020,a3225,b258,"""Communicating science and engineering data in the information age""","""Panel on Communicating National Science Foundation Science and Engineering Information to Data Users ; Committee on National Statistics, Division of Behavioral and Social Sciences and Education ; Computer Science and Telecommunications Board, Division on Engineering and Physical Sciences ; National Research Council of the National Academies""","""Washington, D.C. : National Academies Press, [2012] ©2012""","""Books""",9780309222105,"""nan""","""nan""","""Identity theft and data broker services : hearing before the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred Ninth Congress, first session,...""","""United States. Congress. Senate. Committee on Commerce, Science, and Transportation.""","""Washington""","""nan""",9780160870699,"""United States. Congress. Senate. S. hrg ; 109-1087.""","""iii, 124 p. ; 24 cm."""
1032,1032,a4111,b258,"""Computer aided innovation of new materials : proceedings of the First International Conference and Exhibition on Computer Applications to Materials Science and Engineering-CAMSE '90, Sunshine City, Ikebukuro, Tokyo, Japan, August 28-31, 1990""","""edited by Masao Doyama ... [and others] ; organized by the Organizing Committee of the First International Conference on Computer Applications to Materials Science and Engineering [and] the Nikkan Kogyo Shimbun, Ltd""","""Amsterdam ; New York : North-Holland ; New York, N.Y., U.S.A. : Elsevier Science Pub. Co. [distributor], 1991.""","""Books""",9780444888648,"""nan""","""nan""","""Identity theft and data broker services : hearing before the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred Ninth Congress, first session,...""","""United States. Congress. Senate. Committee on Commerce, Science, and Transportation.""","""Washington""","""nan""",9780160870699,"""United States. Congress. Senate. S. hrg ; 109-1087.""","""iii, 124 p. ; 24 cm."""
1035,1035,a4894,b258,"""Using data sharing to improve coordination in peacebuilding : report of a workshop by the National Academy of Engineering and the United States Institute of Peace, Roundtable on Technology, Science, and Peacebuilding""","""Andrew Robertson and Steve Olson, rapporteurs ; National Academy of Engineering of the National Academies ; United States Institute of Peace""","""Washington, DC : The National Academies Press, [2012] ©2012""","""Books""",9780309265140,"""nan""","""nan""","""Identity theft and data broker services : hearing before the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred Ninth Congress, first session,...""","""United States. Congress. Senate. Committee on Commerce, Science, and Transportation.""","""Washington""","""nan""",9780160870699,"""United States. Congress. Senate. S. hrg ; 109-1087.""","""iii, 124 p. ; 24 cm."""
1047,1047,a1527,b258,"""Emerging frameworks and methods : CoLIS 4 : proceedings of the Fourth International Conference on Conceptions of Library and Information Science, Seattle, WA, USA, July 21-25, 2002""","""organized by the Information School, University of Washington in cooperation with Department of Information Studies, University of Tampere, Finland [and] Royal School of Library and Information Science, Denmark [and] American Society for Information Science and Technology ; editors, Harry Bruce ... [and others]""","""Greenwood Village, Colo. : Libraries Unlimited, 2002.""","""Books""",9781591580164,"""nan""","""nan""","""Identity theft and data broker services : hearing before the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred Ninth Congress, first session,...""","""United States. Congress. Senate. Committee on Commerce, Science, and Transportation.""","""Washington""","""nan""",9780160870699,"""United States. Congress. Senate. S. hrg ; 109-1087.""","""iii, 124 p. ; 24 cm."""
1068,1068,a3273,b3324,"""Provable Security : 10th International Conference, ProvSec 2016, Nanjing, China, November 10-11, 2016, Proceedings""","""edited by Liqun Chen, Jinguang Han""","""Cham : Springer International Publishing : Imprint : Springer, 2016.""","""Books""",9783319474229,"""Lecture notes in computer science ; 10005,""","""nan""","""Security standardisation research : second International Conference, SSR 2015, Tokyo, Japan, December 15-16, 2015 : proceedings  ""","""Chen, Liqun. | Matsuo, Shin'ichiro.""","""Cham""","""Electronic books.""",9783319271521,"""Lecture notes in computer science ; (NL-LeOCL)215138600 9497. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (x, 265 pages)."""
1069,1069,a2313,b5953,"""Qualitative data analysis : a methods sourcebook""","""Matthew B. Miles, A. Michael Huberman, Johnny Saldana, Arizona State University""","""Third edition. Thousand Oaks, Califorinia : SAGE Publications, Inc., [2014]""","""Books""",9781452257877,"""nan""","""nan""","""Qualitative data analysis : a methods sourcebook  ""","""Miles, Matthew B.""","""Thousand Oaks, Califorinia""","""nan""",9781452257877,"""nan""","""xxiii, 381 pages"""
1070,1070,a5149,b1020,"""The semantic web : semantics and big data : 10th International Conference, ESWC 2012, Montpellier, France, May 26-30, 2013, proceedings""","""Philipp Cimiano ... [and others] (eds.)""","""Heidelberg : Springer, [2013] ©2013""","""Books""",9783642382888,"""Lecture notes in computer science ; 7882,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""The semantic web : semantics and big data : 10th International Conference, ESWC 2012, Montpellier, France, May 26-30, 2013 : proceedings  ""","""Cimiano, Philipp.""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642382888,"""Lecture notes in computer science ; 7882. 1611-3349 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xvii, 252 pages)"""
1071,1071,a1056,b1020,"""Engineering the web in the big data era : 15th International Conference, ICWE 2015, Rotterdam, The Netherlands, June 23-26, 2015, proceedings""","""Philipp Cimiano, Flavius Frasincar, Geert-Jan Houben, Daniel Schwabe (eds.)""","""Cham : Springer, 2015.""","""Books""",9783319198903,"""Lecture notes in computer science ; 9114,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""The semantic web : semantics and big data : 10th International Conference, ESWC 2012, Montpellier, France, May 26-30, 2013 : proceedings  ""","""Cimiano, Philipp.""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642382888,"""Lecture notes in computer science ; 7882. 1611-3349 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xvii, 252 pages)"""
1072,1072,a1180,b2166,"""Technology in the secondary science classroom""","""edited by Randy L. Bell, Julie Gess-Newsome, and Julie Luft""","""Arlington, Va. : NSTA Press, [2008] ©2008""","""Books""",9781933531274,"""nan""","""nan""","""Technology in the secondary science classroom  ""","""Bell, Randy L. | Gess-Newsome, Julie. | Luft, Julie.""","""[Arlington, Va.]""","""nan""",9781933531274,"""nan""","""viii, 112 p."""
1073,1073,a4969,b527,"""Transactions on large-scale data- and knowledge-centered systems XXXI special issue on data and security engineering""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Tran Khanh Dang, Nam Thoai (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662541739,"""Lecture notes in computer science ; 10140,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XVII : selected papers from DaWaK 2013  ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R. | Bellatreche, Ladjel, | Mohania, Mukesh.""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783662463352,"""Lecture notes in computer science ; 8970. 1611-3349 Transactions on large-scale data- and knowledge-centered systems ; (NL-LeOCL)321419510 17.""","""1 online resource (xiii, 129 pages)"""
1074,1074,a257,b527,"""Transactions on large-scale data- and knowledge-centered systems XXXV""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Sherif Sakr, Imran Razzak, Alshammari Riyad (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662561218,"""Lecture notes in computer science ; 10680,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XVII : selected papers from DaWaK 2013  ""","""Hameurlain, Abdelkader. | KÃ¼ng, Josef, | Wagner, Roland R. | Bellatreche, Ladjel, | Mohania, Mukesh.""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783662463352,"""Lecture notes in computer science ; 8970. 1611-3349 Transactions on large-scale data- and knowledge-centered systems ; (NL-LeOCL)321419510 17.""","""1 online resource (xiii, 129 pages)"""
