,_id,ltable_ID_x,rtable_ID_x,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details
905,15775,a1414,b4228,"""Linked data in linguistics : representing and connecting language data and language metadata""","""Christian Chiarcos, Sebastian Nordhoff, Sebastian Hellmann, editors""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642282492,"""nan""","""nan""","""Linked data in linguistics : representing and connecting language data and language metadata  ""","""Chiarcos, Christian. | Nordhoff, Sebastian. | Hellmann, Sebastian.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642282492,"""nan""","""1 online resource (xiv, 216 pages)"""
906,15776,a966,b4231,"""Insight through computing : a MATLAB introduction to computational science and engineering""","""Charles F. Van Loan, K.-Y. Daisy Fan""","""Philadelphia, PA : Society for Industrial and Applied Mathematics, [2010] ©2010""","""Books""",9780898716917,"""nan""","""nan""","""Insight through computing : a MATLAB introduction to computational science and engineering  ""","""Van Loan, Charles F.""","""Philadelphia, Pa.""","""Electronic books.""",9780898717648,"""nan""","""1 online resource (xviii, 434 pages)"""
907,15777,a1088,b4231,"""Insight through computing a MATLAB introduction to computational science and engineering""","""Charles F. Van Loan, K.-Y. Daisy Fan""","""Philadelphia, Pa. : Society for Industrial and Applied Mathematics (SIAM, 3600 Market Street, Floor 6, Philadelphia, PA 19104), 2010.""","""Books""",9780898717648,"""nan""","""nan""","""Insight through computing : a MATLAB introduction to computational science and engineering  ""","""Van Loan, Charles F.""","""Philadelphia, Pa.""","""Electronic books.""",9780898717648,"""nan""","""1 online resource (xviii, 434 pages)"""
908,15782,a1837,b4232,"""Data mining methods for knowledge discovery""","""by Krzysztof J. Cios, Witold Pedrycz, Roman W. Swiniarski""","""Boston : Kluwer Academic, [1998] ©1998""","""Books""",9780792382522,"""Kluwer international series in engineering and computer science ; SECS 458,""","""nan""","""Data Mining Methods for Knowledge Discovery ""","""Cios, Krzysztof J.""","""Boston, MA""","""Electronic books.""",9781461555896,"""International series in engineering and computer science ; 458.""","""1 online resource (xxi, 495 pages)."""
909,15788,a1928,b4239,"""Next generation SSH2 implementation : securing data in motion""","""Dale Liu, lead author and technical editor ; Max Caceres ... [and others]""","""Burlington, MA : Syngress Pub., [2009] ©2009""","""Books""",9781597492836,"""nan""","""nan""","""Next generation SSH2 implementation : securing data in motion  ""","""Liu, Dale.""","""Burlington, MA""","""nan""",9781597492836,"""nan""","""xxi, 312 p."""
910,15790,a697,b4247,"""Sams teach yourself data structures and algorithms in 24 hours""","""Robert Lafore""","""Indianapolis, IN : Sams, 1999.""","""Books""",9780585112091,"""nan""","""nan""","""Data structures & algorithms in Java  ""","""Lafore, Robert (Robert W.)""","""Indianapolis, Indiana""","""Electronic books.""",9780134849775,"""nan""","""1 online resource"""
911,15798,a5234,b4247,"""Data structures & algorithms in Java""","""Mitchell Waite and Robert Lafore""","""Corte Madera, CA : Waite Group Press, [1998] ©1998""","""Books""",9781571690951,"""Mitchell Waite signature series,""","""nan""","""Data structures & algorithms in Java  ""","""Lafore, Robert (Robert W.)""","""Indianapolis, Indiana""","""Electronic books.""",9780134849775,"""nan""","""1 online resource"""
912,15800,a697,b4249,"""Sams teach yourself data structures and algorithms in 24 hours""","""Robert Lafore""","""Indianapolis, IN : Sams, 1999.""","""Books""",9780585112091,"""nan""","""nan""","""Data structures & algorithms in Java  ""","""Lafore, Robert (Robert W.)""","""Indianapolis, Indiana""","""Electronic books.""",9780134849775,"""nan""","""1 online resource"""
913,15808,a5234,b4249,"""Data structures & algorithms in Java""","""Mitchell Waite and Robert Lafore""","""Corte Madera, CA : Waite Group Press, [1998] ©1998""","""Books""",9781571690951,"""Mitchell Waite signature series,""","""nan""","""Data structures & algorithms in Java  ""","""Lafore, Robert (Robert W.)""","""Indianapolis, Indiana""","""Electronic books.""",9780134849775,"""nan""","""1 online resource"""
914,15817,a5647,b4253,"""Data privacy management and autonomous spontaneous security : 8th International Workshop, DPM 2013, and 6th International Workshop, SETOP 2013, Egham, UK, September 12-13, 2013, revised selected papers""","""Joaquin Garcia-Alfaro, Georgios Lioudakis, Nora Cuppens-Boulahia, Simon Foley, William M. Fitzgerald (eds.)""","""Heidelberg : Springer, 2014.""","""Books""",9783642545689,"""Lecture notes in computer science ; 8247,LNCS sublibrary. Security and cryptology,""","""nan""","""Data privacy management and autonomous spontaneous security : 8th International Workshop, DPM 2013, and 6th International Workshop, SETOP 2013, Egham, UK, September 12-13, 2013,...""","""Garcia-Alfaro, Joaquin,""","""Heidelberg""","""Electronic books.""",9783642545689,"""Lecture notes in computer science ; 8247. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xvii, 400 pages)"""
915,15818,a120,b4255,"""Financial cryptography and data security : FC 2015 International Workshops, BITCOIN, WAHC, and Wearable, San Juan, Puerto Rico, January 30, 2015, revised selected papers""","""edited by Michael Brenner, Nicolas Christin, Benjamin Johnson, Kurt Rohloff""","""Heidelberg : Springer, 2015.""","""Books""",9783662480519,"""Lecture notes in computer science ; 8976,LNCS sublibrary. Security and cryptology,""","""nan""","""Financial cryptography and data security : FC 2015 International Workshops, BITCOIN, WAHC, and Wearable, San Juan, Puerto Rico, January 30, 2015, Revised Selected Papers  ""","""Brenner, Michael | Christin, Nicolas, | Johnson, Benjamin, | Rohloff, Kurt,""","""Heidelberg""","""Electronic books.""",9783662480519,"""Lecture notes in computer science ; 8976. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 309 pages)"""
916,15836,a23,b4258,"""Practical finite element modeling in earth science using Matlab""","""Guy Simpson""","""Chichester, UK ; Hoboken, NJ : John Wiley & Sons, 2017.""","""Books""",9781119248651,"""nan""","""nan""","""Practical finite element modeling in earth science using Matlab  ""","""Simpson, Guy, 1970-""","""Chichester, UK ; Hoboken, NJ""","""Electronic books.""",9781119248651,"""nan""","""1 online resource"""
917,15859,a3929,b4267,"""Exploring services science : 4th International Conference, IESS 2013, Porto, Portugal, February 7-8, 2013, proceedings""","""João Falcão e Cunha, Mehdi Snene, Henriqueta Nóvoa (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642363566,"""Lecture notes in business information processing ; 143,""","""nan""","""Exploring services science : 4th International Conference, IESS 2013, Porto, Portugal, February 7-8, 2013. Proceedings  ""","""FalcÃ£o e Cunha, JoÃ£o, | Snene, Mehdi, | NÃ³voa, Henriqueta,""","""Berlin ; Springer, Â©2013.""","""Electronic books. | Conference papers and proceedings.""",9783642363566,"""Lecture notes in business information processing ; 143.""","""1 online resource (xi, 342 pages)"""
918,15873,a2256,b4275,"""FastLane : managing science in the Internet world""","""Thomas J. Misa, Jeffrey R. Yost""","""Baltimore, Maryland : Johns Hopkins University Press, 2016. ©2016""","""Books""",9781421418698,"""Johns Hopkins Studies in the History of Technology,Johns Hopkins studies in the history of technology (Unnumbered),""","""nan""","""FastLane : managing science in the Internet world  ""","""Misa, Thomas J.""","""Baltimore""","""History. | Electronic books.""",9781421418698,"""Johns Hopkins studies in the history of technology (Unnumbered)""","""1 online resource (ix, 206 pages)"""
919,15876,a4031,b4275,"""Fastlane : managing science in the Internet world""","""Thomas J. Misa, Jeffrey R. Yost""","""Baltimore : Johns Hopkins University Press, 2016.""","""Books""",9781421418698,"""Johns Hopkins studies in the history of technology,""","""nan""","""FastLane : managing science in the Internet world  ""","""Misa, Thomas J.""","""Baltimore""","""History. | Electronic books.""",9781421418698,"""Johns Hopkins studies in the history of technology (Unnumbered)""","""1 online resource (ix, 206 pages)"""
920,15889,a2256,b4276,"""FastLane : managing science in the Internet world""","""Thomas J. Misa, Jeffrey R. Yost""","""Baltimore, Maryland : Johns Hopkins University Press, 2016. ©2016""","""Books""",9781421418698,"""Johns Hopkins Studies in the History of Technology,Johns Hopkins studies in the history of technology (Unnumbered),""","""nan""","""FastLane : managing science in the Internet world  ""","""Misa, Thomas J.""","""Baltimore""","""History. | Electronic books.""",9781421418698,"""Johns Hopkins studies in the history of technology (Unnumbered)""","""1 online resource (ix, 206 pages)"""
921,15892,a4031,b4276,"""Fastlane : managing science in the Internet world""","""Thomas J. Misa, Jeffrey R. Yost""","""Baltimore : Johns Hopkins University Press, 2016.""","""Books""",9781421418698,"""Johns Hopkins studies in the history of technology,""","""nan""","""FastLane : managing science in the Internet world  ""","""Misa, Thomas J.""","""Baltimore""","""History. | Electronic books.""",9781421418698,"""Johns Hopkins studies in the history of technology (Unnumbered)""","""1 online resource (ix, 206 pages)"""
922,16003,a258,b4281,"""Cognitive computing and big data analytics""","""Judith Hurwitz, Marcia Kaufman, Adrian Bowles""","""Indianapolis, Indiana : Wiley, 2015. ©2015""","""Books""",9781118896785,"""nan""","""nan""","""Cognitive computing and big data analytics ""","""Hurwitz, Judith""","""Hoboken""","""Electronic books.""",9781119183648,"""nan""","""1 online resource"""
923,16004,a4124,b4281,"""Cognitive computing and big data analytics""","""Judith Hurwitz, Marcia Kaufman, Adrian Bowles""","""Hoboken : John Wiley & Sons, 2015.""","""Books""",9781119183648,"""nan""","""nan""","""Cognitive computing and big data analytics ""","""Hurwitz, Judith""","""Hoboken""","""Electronic books.""",9781119183648,"""nan""","""1 online resource"""
924,16007,a3359,b4291,"""Machine learning and cybernetics : 13th International Conference, Lanzhou, China, July 13-16, 2014, proceedings""","""Xizhao Wang, Witold Pedrycz, Patrick Chan, Qiang He (Eds.)""","""Berlin : Springer, 2014. ©2014""","""Books""",9783662456521,"""Communications in computer and information science ; 481,""","""nan""","""Machine learning and cybernetics : 13th International Conference, Lanzhou, China, July 13-16, 2014, proceedings  ""","""Wang, Xizhao, | Pedrycz, Witold, | Chan, Patrick, | He, Qiang,""","""Berlin""","""Electronic books.""",9783662456521,"""Communications in computer and information science ; 481, 1865-0929""","""1 online resource (xiv, 462 pages)"""
925,16012,a2393,b4292,"""Experiment! : planning, implementing, and interpreting""","""Oivind Andersson""","""Hoboken, NJ : Wiley, 2012.""","""Books""",9781118311011,"""nan""","""nan""","""Experiment! : planning, implementing, and interpreting  ""","""Andersson, Oivind, 1970-""","""Hoboken, NJ""","""Electronic books.""",9781118311011,"""nan""","""1 online resource"""
926,16023,a1758,b4297,"""Data mining techniques in grid computing environments""","""editor, Werner Dubitzky""","""Chichester, UK ; Hoboken, NJ : Wiley-Blackwell, 2008.""","""Books""",9780470699904,"""nan""","""nan""","""Data mining techniques in grid computing environments ""","""Dubitzky, Werner,""","""Chichester, UK ; Wiley-Blackwell, 2008.""","""Electronic books.""",9780470699904,"""nan""","""1 online resource (xxi, 266 p.)"""
927,16024,a1548,b4347,"""Social computing : second International Conference of Young Computer Scientists, Engineers and Educators, ICYCSEE 2016, Harbin, China, August 20-22, 2016, Proceedings. Part II""","""Wanxiang Che, Qilong Han, Hongzhi Wang, Weipeng Jing, Shaoliang Peng, Junyu Lin, Guanglu Sun, Xianhua Song, Hongtao Song, Zeguang Lu (eds.)""","""Singapore : Springer, 2016.""","""Books""",9789811020988,"""Communications in computer and information science ; 624,""","""nan""","""Social computing : second International Conference of Young Computer Scientists, Engineers and Educators, ICYCSEE 2016, Harbin, China, August 20-22, 2016, Proceedings. Part II  ""","""Che, Wanxiang, | Han, Qilong, | Wang, Hongzhi, | Jing, Weipeng | Peng, Shaoliang, | Lin, Junyu, | Sun, Guanglu, | Song, Xianhua, | Song, Hongtao, | Lu, Zeguang,""","""Singapore""","""Electronic books. | Conference papers and proceedings.""",9789811020988,"""Communications in computer and information science ; 624. 1865-0929""","""1 online resource (xxiii, 238 pages)"""
928,16025,a3482,b4347,"""Social computing : second International Conference of Young Computer Scientists, Engineers and Educators, ICYCSEE 2016, Harbin, China, August 20-22, 2016, Proceedings. Part I""","""Wanxiang Che, Qilong Han, Hongzhi Wang, Weipeng Jing, Shaoliang Peng, Junyu Lin, Guanglu Sun, Xianhua Song, Hongtao Song, Zeguang Lu (eds.)""","""Singapore : Springer, 2016.""","""Books""",9789811020537,"""Communications in computer and information science ; 623,""","""nan""","""Social computing : second International Conference of Young Computer Scientists, Engineers and Educators, ICYCSEE 2016, Harbin, China, August 20-22, 2016, Proceedings. Part II  ""","""Che, Wanxiang, | Han, Qilong, | Wang, Hongzhi, | Jing, Weipeng | Peng, Shaoliang, | Lin, Junyu, | Sun, Guanglu, | Song, Xianhua, | Song, Hongtao, | Lu, Zeguang,""","""Singapore""","""Electronic books. | Conference papers and proceedings.""",9789811020988,"""Communications in computer and information science ; 624. 1865-0929""","""1 online resource (xxiii, 238 pages)"""
