,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details,jaccard
18184,18184,a5376,b5582,"""cyber security and privacy : third cyber security and privacy eu forum, csp forum 2014, athens, greece, may 21-22, 2014, revised selected papers""","""edited by frances cleary, massimo felici""","""cham : springer, 2014.""","""books""",9783319125749,"""communications in computer and information science ; 470,""","""nan""","""cyber security and privacy : third cyber security and privacy eu forum, csp forum 2014, athens, greece, may 21-22, 2014, revised selected papers""","""cleary, frances, | felici, massimo.""","""cham""","""electronic books.""",9783319125749,"""communications in computer and information science ; 470. 1865-0929""","""1 online resource (xii, 171 pages)""",1.0
18213,18213,a1671,b5590,"""geo-informatics in resource management and sustainable ecosystem : international symposium, grmse 2013, wuhan, china, november 8-10, 2013, proceedings. part ii""","""fuling bian ... [and others] (eds.)""","""berlin, heidelberg : springer berlin heidelberg : imprint: springer, 2013.""","""books""",9783642419072,"""communications in computer and information science ; 399,""","""nan""","""geo-informatics in resource management and sustainable ecosystem : international symposium, grmse 2013, wuhan, china, november 8-10, 2013, proceedings. part i""","""bian, fuling.""","""berlin, heidelberg""","""electronic books. | conference papers and proceedings.""",9783642450259,"""communications in computer and information science ; 398, 1865-0929""","""1 online resource (xxiv, 777 pages)""",0.9
18217,18217,a3828,b5590,"""geo-informatics in resource management and sustainable ecosystem : international symposium, grmse 2013, wuhan, china, november 8-10, 2013, proceedings. part ii""","""fuling bian ... [and others] (eds.)""","""berlin, heidelberg : springer berlin heidelberg : imprint: springer, 2013.""","""books""",9783642419089,"""communications in computer and information science ; 399,""","""nan""","""geo-informatics in resource management and sustainable ecosystem : international symposium, grmse 2013, wuhan, china, november 8-10, 2013, proceedings. part i""","""bian, fuling.""","""berlin, heidelberg""","""electronic books. | conference papers and proceedings.""",9783642450259,"""communications in computer and information science ; 398, 1865-0929""","""1 online resource (xxiv, 777 pages)""",0.9
18218,18218,a4813,b5590,"""geo-informatics in resource management and sustainable ecosystem : international symposium, grmse 2013, wuhan, china, november 8-10, 2013, proceedings. part i""","""fuling bian ... [and others] (eds.)""","""berlin, heidelberg : springer berlin heidelberg : imprint: springer, 2013.""","""books""",9783642450259,"""communications in computer and information science ; 398,""","""nan""","""geo-informatics in resource management and sustainable ecosystem : international symposium, grmse 2013, wuhan, china, november 8-10, 2013, proceedings. part i""","""bian, fuling.""","""berlin, heidelberg""","""electronic books. | conference papers and proceedings.""",9783642450259,"""communications in computer and information science ; 398, 1865-0929""","""1 online resource (xxiv, 777 pages)""",1.0
18225,18225,a1051,b5608,"""graph based representations in pattern recognition : 4th iapr international workshop, gbrpr 2003, york, uk, june 30-july 2, 2003 : proceedings""","""edwin hancock, mario vento, eds""","""berlin ; new york : springer, [2003] ©2003""","""books""",9783540404521,"""lecture notes in computer science ; 2726,""","""nan""","""graph based representations in pattern recognition : 4th iapr international workshop, gbrpr 2003 york, uk, june 30 july 2, 2003 proceedings""","""hancock, edwin. | vento, mario.""","""berlin ; springer-verlag berlin heidelberg, 2003.""","""electronic books.""",9783540450283,"""lecture notes in computer science ; 2726, 0302-9743""","""1 online resource.""",0.8181818181818182
18228,18228,a556,b5609,"""analysis of images, social networks and texts : third international conference, aist 2014, yekaterinburg, russia, april 10-12, 2014, revised selected papers""","""dmitry i. ignatov ... [and more] (eds.)""","""cham : springer, 2014.""","""books""",9783319125800,"""communications in computer and information science ; 436,""","""nan""","""analysis of images, social networks and texts : 4th international conference, aist 2015, yekaterinburg, russia, april 9-11, 2015: revised selected papers""","""khachay, mikhail yu. | konstantinova, natalia. | panchenko, alexander. | ignatov, dmitry i. | labunets, valeri g.""","""cham""","""electronic books.""",9783319261232,"""communications in computer and information science ; 542. 1865-0929""","""1 online resource.""",0.7083333333333334
18230,18230,a1167,b5610,"""source code analytics with roslyn and javascript data visualization""","""sudipta mukherjee ; foreword by darius blasband""","""[california] : apress media, [2016]""","""books""",9781484219256,"""nan""","""nan""","""source code analytics with roslyn and javascript data visualization""","""mukherjee, sudipta""","""[berkeley, ca]""","""electronic books.""",9781484219256,"""nan""","""1 online resource (xxi, 170 pages)""",1.0
18234,18234,a2045,b5615,"""formal systems specification : the rpc-memory specification case study""","""manfred broy, stephan merz, katharina spies, eds""","""berlin ; new york : springer, [1996] ©1996""","""books""",9783540619840,"""lecture notes in computer science ; 1169,""","""nan""","""formal systems specification : the rpc-memory specification case study""","""broy, m., | merz, stephan. | spies, katharina.""","""berlin ; springer, c1996.""","""electronic books.""",9783540495734,"""lecture notes in computer science ; 1169. 0302-9743""","""1 online resource (xxiii, 540 p.)""",1.0
18248,18248,a4956,b5620,"""future and emerging trends in language technology : machine learning and big data : second international workshop, fetlt 2016, seville, spain, november 30-december 2, 2016, revised selected papers""","""josé f. quesada, francisco-jesús martín mateos, teresa lópez soto (eds.)""","""cham, switzerland : springer, 2017.""","""books""",9783319693651,"""lecture notes in computer science ; 10341,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan""","""future and emerging trends in language technology : machine learning and big data : second international workshop, fetlt 2016, seville, spain, november 30-december 2, 2016,...""","""quesada, josã© f. | martã­n-mateos, francisco j., | soto, teresa lã³pez,""","""cham, switzerland""","""electronic books.""",9783319693651,"""lecture notes in computer science ; 10341. 0302-9743 lecture notes in computer science. lecture notes in artificial intelligence. lncs sublibrary. sl 7, artificial intelligence.""","""1 online resource (xii, 199 pages)""",0.8461538461538461
18249,18249,a294,b5626,"""transactions on rough sets i""","""james f. peters, andrzej skowron (editors-in-chief)""","""berlin ; new york : springer, 2004.""","""books""",9783540223740,"""lecture notes in computer science ; 3100,lecture notes in computer science. journal subline,""","""nan""","""transactions on rough sets xvii""","""peters, james f. | skowron, andrzej.""","""berlin""","""electronic books.""",9783642547560,"""lecture notes in computer science ; 8375. 1611-3349 transactions on rough sets ; (nl-leocl)303311177 xvii.""","""1 online resource (vi, 292 pages).""",0.6666666666666666
18253,18253,a2557,b5628,"""computer security - esorics 2017 : 22nd european symposium on research in computer security, oslo, norway, september 11-15, 2017, proceedings, part i""","""edited by simon n. foley, dieter gollmann, einar snekkenes""","""cham : springer international publishing : imprint: springer, 2017.""","""books""",9783319664026,"""lecture notes in computer science ; 10492,""","""nan""","""computer security - esorics 2017 : 22nd european symposium on research in computer security, oslo, norway, september 11-15, 2017, proceedings, part i""","""foley, simon n. | gollmann, dieter. | snekkenes, einar.""","""cham""","""electronic books.""",9783319664026,"""lecture notes in computer science ; 10492. 0302-9743""","""1 online resource (xxi, 485 p.)""",1.0
18256,18256,a4395,b5629,"""text data management and analysis : a practical introduction to information retrieval and text mining""","""chengxiang zhai, sean massung""","""first edition. [new york, ny] : acm books ; [san rafael, california] : morgan & claypool, [2016] ©2016""","""books""",9781970001198,"""acm books ; 12,""","""nan""","""text data management and analysis : a practical introduction to information retrieval and text mining""","""zhai, chengxiang""","""[new york]""","""electronic books.""",9781970001174,"""acm books ; #12. 2374-6777""","""1 online resource (xx, 510 pages)""",1.0
18289,18289,a796,b5656,"""intelligent information and database systems : 8th asian conference, aciids 2016, da nang, vietnam, march 14-16, 2016, proceedings. part ii""","""ngoc thanh nguyen, bogdan trawiński, hamido fujita, tzung-pei hong (eds.)""","""cham : springer, 2016.""","""books""",9783662493908,"""lecture notes in computer science. lecture notes in artificial intelligence ; 9622,lncs sublibrary. artificial intelligence,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan""","""intelligent information and database systems : 8th asian conference, aciids 2016, da nang, vietnam, march 14-16, 2016, proceedings. part ii""","""nguyen, ngoc thanh | trawiåski, bogdan, | fujita, hamido, | hong, tzung-pei,""","""cham""","""electronic books. | conference papers and proceedings.""",9783662493908,"""lecture notes in computer science. lecture notes in artificial intelligence ; 9622. lncs sublibrary. sl 7, artificial intelligence.""","""1 online resource (xxxix, 797 pages)""",1.0
18297,18297,a547,b5663,"""combinatorial maps : efficient data structures for computer graphics and image processing""","""guillaume damiand, pascal lienhardt""","""boca raton : crc press/taylor & francis group, [2015]""","""books""",9781482206524,"""nan""","""nan""","""combinatorial maps : efficient data structures for computer graphics and image processing""","""damiand, guillaume""","""boca raton, fl""","""electronic books.""",9781482206531,"""nan""","""1 online resource (xxii, 377 pages)""",1.0
18298,18298,a2987,b5667,"""data assimilation : mathematical concepts and instructive examples""","""rodolfo guzzi""","""cham : springer, [2015] ©2016""","""books""",9783319224107,"""springerbriefs in earth sciences,""","""nan""","""data assimilation : mathematical concepts and instructive examples""","""guzzi, rodolfo""","""cham""","""electronic books.""",9783319224107,"""springerbriefs in earth sciences.""","""1 online resource (viii, 135 pages)""",1.0
18324,18324,a5320,b5677,"""financial cryptography and data security : 18th international conference, fc 2014, christ church, barbados, march 3-7, 2014, revised selected papers""","""nicolas christin, reihaneh safavi-naini (eds.)""","""heidelberg : springer, [2014] ©2014""","""books""",9783662454725,"""lecture notes in computer science ; 8437,""","""nan""","""financial cryptography and data security : 18th international conference, fc 2014, christ church, barbados, march 3-7, 2014 : revised selected papers""","""christin, nicolas, | safavi-naini, reihaneh,""","""heidelberg""","""electronic books.""",9783662454725,"""lecture notes in computer science ; 8437. 1611-3349""","""1 online resource (xi, 506 pages)""",0.95
