,ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
5669,a5669,"""International assessment of research and development in simulation-based engineering and science""","""editor, Sharon C. Glotzer""","""London : Imperial College Press ; Singapore ; Hackensack, N.J. : Distributed by World Scientific Publishing, c2011.""","""Books""",9781848166981,"""nan""","""nan"""
5670,a5670,"""Library mashups : exploring new ways to deliver library data""","""edited by Nicole C. Engard""","""Medford, N.J. : Information Today, Inc., [2009] ©2009""","""Books""",9781573873727,"""nan""","""nan"""
5671,a5671,"""Citizen science : public participation in environmental research""","""edited by Janis L. Dickinson and Rick Bonney ; foreword by Richard Louv ; afterword by John W. Fitzpatrick""","""Ithaca : Comstock Pub. Associates, 2012.""","""Books""",9780801449116,"""nan""","""nan"""
5672,a5672,"""Advances in cryptology : EUROCRYPT 2001 : International Conference on the Theory and Application of Cryptographic Techniques, Innsbruck, Austria, May 6-10, 2001 : proceedings""","""Birgit Pfitzmann (ed.)""","""Berlin ; London : Springer, [2001] ©2001""","""Books""",9783540420705,"""Lecture notes in computer science. 2045,""","""nan"""
5674,a5674,"""Methodologies for knowledge discovery and data mining: Third Pacific-Asia Conference, PAKDD-99, Beijing, China, April 1999 : proceedings""","""Ning Zhong, Lizhi Zhou, eds""","""Berlin ; New York : Springer, [1999] ©1999""","""Books""",9783540658665,"""Lecture notes in computer science ; 1574,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan"""
5675,a5675,"""Design and optimization in organic synthesis""","""Rolf Carlson, Johan E. Carlson""","""2nd rev. and enl. ed. Amsterdam ; San Diego, CA : Elsevier, 2005.""","""Books""",9780444515278,"""Data handling in science and technology ; v. 24,""","""nan"""
5676,a5676,"""Computer algebra : EUROCAL '83, European Computer Algebra Conference, London, England, March 28-30, 1983""","""edited by J.A. van Hulzen""","""Berlin ; New York : Springer-Verlag, 1983.""","""Books""",9780387128689,"""Lecture notes in computer science ; 162,""","""nan"""
5678,a5678,"""Data warehousing and knowledge discovery : 15th international conference, DaWaK 2013, Prague, Czech Republic, August 26-29, 2013, proceedings""","""Ladjel Bellatreche, Mukesh K. Mohania (eds.)""","""Heidelberg : Springer, [2013]. ©2013""","""Books""",9783642401312,"""Lecture notes in computer science ; 8057,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
5679,a5679,"""Foundations of computer science : from data manipulation to theory of computation""","""Behrouz A. Forouzan with Sophia Chung Fegan""","""Pacific Grove, CA : Brooks/Cole, [2003] ©2003""","""Books""",9780534379681,"""nan""","""nan"""
5680,a5680,"""SQL server 7 : backup & recovery""","""Anil Desai""","""Berkeley, Calif. : Osborne/McGraw-Hill, [2000] ©2000""","""Books""",9780072124101,"""Database professional's library,""","""nan"""
5681,a5681,"""Spreadsheets in science and engineering""","""Gordon Filby, (ed.)""","""Berlin ; New York : Springer, [1998] ©1998""","""Books""",9783540612537,"""nan""","""nan"""
5682,a5682,"""Energy efficient data centers : first International Workshop, E²DC 2012, Madrid, Spain, Mai 8, 2012, Revised selected papers""","""Jyrki Huusko...[and others] (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642336454,"""Lecture notes in computer science ; 7396,LNCS sublibrary. Computer communication networks and telecommunications,""","""nan"""
5683,a5683,"""Financial cryptography : 8th international conference, FC 2004, Key West, FL, USA, February 9-12, 2004 : revised papers""","""Ari Juels (ed.)""","""Berlin ; New York : Springer, 2004.""","""Books""",9783540224204,"""Lecture notes in computer science. 3110,""","""nan"""
5684,a5684,"""Field research in political science : practices and principles""","""Diana Kapiszewski, Lauren M. MacLean, Benjamin L. Read""","""Cambridge, United Kingdom : Cambridge University Press, 2015.""","""Books""",9781107006034,"""Strategies for social inquiry,""","""nan"""
5685,a5685,"""Provenance and annotation of data and processes : 4th International Provenance and Annotation Workshop, IPAW 2012, Santa Barbara, CA, USA, June 19-21, 2012, Revised selected papers""","""Paul Groth, James Frew (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642342226,"""Lecture notes in computer science ; 7525,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
5686,a5686,"""Data warehousing and knowledge discovery : 16th International Conference, DaWaK 2014, Munich, Germany, September 2-4, 2014, proceedings""","""Ladjel Bellatreche, Mukesh K. Mohania (eds.)""","""Cham : Springer, [2014] ©2014""","""Books""",9783319101606,"""Lecture notes in computer science ; 8646,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
5687,a5687,"""Advances in document image analysis : first Brazilian symposium, BSDIA '97, Curitiba, Brazil, November 2-5, 1997 : proceedings""","""Nabeel A. Murshed, Flávio Bortolozzi (eds.)""","""Berlin ; New York : Springer, [1997] ©1997""","""Books""",9783540637912,"""Lecture notes in computer science. 1339,""","""nan"""
5688,a5688,"""Three aspects of policy and policymaking : knowledge, data, and institutions""","""editors, Karl Brunner, Allan H. Meltzer""","""Amsterdam ; New York : North-Holland Pub. Co. ; New York : sole distributors for the U.S.A. and Canada, Elsevier North-Holland, 1979.""","""Books""",9780444853318,"""Carnegie-Rochester conference series on public policy ; v. 10,""","""nan"""
5689,a5689,"""Compilation for secure multi-party computation""","""Niklas Büscher, Stefan Katzenbeisser""","""Cham : Springer, 2017.""","""Books""",9783319675220,"""SpringerBriefs in computer science,""","""nan"""
5690,a5690,"""U.S. census data for political and social research : a manual for students""","""by Phyllis G. Carter""","""Washington : Division of Educational Affairs, American Political Science Association, 1976.""","""Books""",9780915654154,"""Instructional resource monograph ; no. 5,""","""nan"""
5691,a5691,"""Computational intelligence : a methodological introduction""","""Rudolf Kruse, Christian Borgelt, Christian Braune, Sanaz Mostaghim, Matthias Steinbrecher ; with contributions from Frank Klawonn and Christian Moewes""","""Second edition. London, United Kingdom : Springer, 2016.""","""Books""",9781447172963,"""Texts in computer science,Undergraduate texts in computer science,""","""nan"""
5692,a5692,"""Linkage and retrieval of microeconomic data: a strategy for data development and use; a report on the Wisconsin assets and incomes archives""","""Martin H. David, William A. Gates [and] Roger F. Miller""","""Lexington, Mass. : Lexington Books, [1974]""","""Books""",9780669868500,"""nan""","""nan"""
5693,a5693,"""Rough sets, fuzzy sets, data mining and granular computing : 13th international conference, RSFDGrC 2011, Moscow, Russia, June 25-27, 2011 : proceedings""","""Sergei O. Kuznetsov ... [and others] (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642218811,"""Lecture notes in computer science ; 6743,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan"""
5694,a5694,"""Machine learning : the art and science of algorithms that make sense of data""","""Peter Flach""","""Cambridge ; New York : Cambridge University Press, 2012.""","""Books""",9781139571227,"""nan""","""nan"""
5695,a5695,"""The new science of dreaming""","""edited by Deirdre Barrett and Patrick McNamara""","""Westport, Conn. : Praeger Publishers, 2007.""","""Books""",9780275990459,"""Praeger perspectives,""","""nan"""
5696,a5696,"""Using American Community Survey data to expand access to the school meals programs""","""Panel on Estimating Children Eligible for School Nutrition Programs Using the American Community Survey ; Allen L. Schirm and Nancy J. Kirkendall, editors ; Committee on National Statistics, Division of Behavioral and Social Sciences and Education, National Research Council of the National Academies""","""Washington, District of Columbia : National Academies Press, [2012] ©2012""","""Books""",9780309257213,"""nan""","""nan"""
5697,a5697,"""Gaussian basis sets for molecular calculations""","""edited by S. Huzinaga, with, as coauthors, J. Andzelm ... [and others]""","""Amsterdam ; New York : Elsevier, 1984.""","""Books""",9780444422545,"""Physical sciences data ; 16,""","""nan"""
5698,a5698,"""CSL '87 : 1st Workshop on Computer Science Logic, Karlsruhe, FRG, October 12-16, 1987 : proceedings""","""E. Börger, H. Kleine Büning, M.M. Richter (eds.)""","""Berlin ; New York : Springer-Verlag, [1988] ©1988""","""Books""",9780387502410,"""Lecture notes in computer science ; 329,""","""nan"""
5699,a5699,"""Understanding computer science""","""by Roger S. Walker ; managing editor, Gerald Luecke ; editor[s], Charles W. Battle, Ben Korte""","""Second edition. Dallas, TX : Texas Instruments, [1984] ©1984""","""Books""",9780895121615,"""Understanding series,""","""nan"""
5700,a5700,"""Visible learning and the science of how we learn""","""John Hattie and Gregory C.R. Yates""","""London ; New York : Routledge, an imprint of Taylor & Francis Group, 2014.""","""Books""",9780415704984,"""nan""","""nan"""
5701,a5701,"""Innocent experiments : childhood and the culture of popular science in the United States""","""Rebecca Onion""","""Chapel Hill : The University of North Carolina Press, [2016]""","""Books""",9781469629469,"""Studies in United States culture,""","""nan"""
5703,a5703,"""Practical cryptography for data internetworks""","""William Stallings""","""Los Alamitos, Calif. : IEEE Computer Society Press, [1996] ©1996""","""Books""",9780818671401,"""nan""","""nan"""
5704,a5704,"""Using science notebooks in elementary classrooms""","""Michael P. Klentschy""","""Arlington, Va. : NSTA Press, [2008] ©2008""","""Books""",9781933531038,"""nan""","""nan"""
5705,a5705,"""The whole library handbook : current data, professional advice, and curiosa about libraries and library services""","""compiled by George M. Eberhart""","""Chicago : American Library Association, 1991.""","""Books""",9780838905739,"""nan""","""nan"""
5708,a5708,"""Data structures and C programs""","""Christopher J. Van Wyk""","""Reading, Mass. : Addison-Wesley, [1988] ©1988""","""Books""",9780201161168,"""nan""","""nan"""
5710,a5710,"""Computer graphics in biology""","""Robert Ransom and Raymond J. Matela""","""London : Croom Helm ; Portland, Oregon : Dioscorides Press , [1986] ©1986""","""Books""",9780709941064,"""Advances in plant sciences ; 1,""","""nan"""
5711,a5711,"""Government data centers meeting increasing demands""","""Committee on Coping with Increasing Demands on Government Data Centers, Committee on Geophysical and Environmental Data Board on Earth Sciences and Resources, Division on Earth and Life Studies, National Research Council of the National Academies""","""Washington, D.C. : National Academies Press, c2003.""","""Books""",9780309507219,"""nan""","""nan"""
5712,a5712,"""Intelligence science and big data engineering : 7th International Conference, IScIDE 2017, Dalian, China, September 22-23, 2017, Proceedings""","""Yi Sun, Huchuan Lu, Lihe Zhang, Jian Yang, Hua Huang (eds.)""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319677774,"""Lecture notes in computer science ; 10559,LNCS sublibrary. Image processing, computer vision, pattern recognition, and graphics,""","""nan"""
5713,a5713,"""Data abstraction and problem solving with C++ : walls and mirrors""","""Frank M. Carrano, Paul Helman, Robert Veroff""","""Second edition. Reading, Mass. : Addison-Wesley, [1998] ©1998""","""Books""",9780201874020,"""nan""","""nan"""
5714,a5714,"""New concepts in data analysis""","""Transportation Research Board, National Research Council""","""Washington, D.C. : National Academy of Sciences, 1982.""","""Books""",9780309034739,"""Transportation research record. 886,""","""nan"""
5715,a5715,"""Linear algebra for large scale and real-time applications""","""edited by Marc S. Moonen, Gene H. Golub, Bart L.R. De Moor""","""Dordrecht : Springer-Science+Business Media, [1993] ©1993""","""Books""",9789401581967,"""NATO ASI series. Applied sciences ; no. 232,""","""nan"""
5716,a5716,"""The promise of response to intervention : evaluating current science and practice""","""edited by Todd A. Glover, Sharon Vaughn""","""New York : Guilford Press, [2010] ©2010""","""Books""",9781606235621,"""nan""","""nan"""
5717,a5717,"""Hypergraphics : visualizing complex relationships in art, science, and technology""","""edited by David W. Brisson""","""Boulder, Colo. : Published by Westview Press for the American Association for the Advancement of Science, 1978.""","""Books""",9780891582922,"""AAAS selected symposium ; 24,""","""nan"""
